,hvstGrupp,hvstCo,fcluHg,grwtLt,lefLt,frmWeek,lefCunt,lefBt,stemThck,ec,ph,cunt,otmsuplyqy
3529,17.3325,3.0,14.275,17.625,34.25,16,14.75,30.525,6.97,2.355769231,5.636538462000001,13.0,66.11570248
3530,17.3325,3.0,14.275,17.625,34.25,16,14.75,30.525,6.97,2.398214286,5.617857142999999,14.0,66.11570248
3531,17.3325,3.0,14.275,17.625,34.25,16,14.75,30.525,6.97,2.376666667,5.621666667,15.0,61.74471993
3532,17.3325,3.0,14.275,17.625,34.25,16,14.75,30.525,6.97,2.3033333330000003,5.641666667000001,15.0,61.74471993
3533,17.3325,3.0,14.275,17.625,34.25,16,14.75,30.525,6.97,2.354237288,5.638983051,15.0,68.13590450000001
3534,17.3325,3.0,14.275,17.625,34.25,16,14.75,30.525,6.97,2.3016666669999997,5.65,15.0,53.99449036
3535,17.3325,3.0,14.275,17.625,34.25,16,14.75,30.525,6.97,2.3214285709999998,5.6,7.0,53.12868949
3536,17.75,1.5,19.65,19.766666666666698,31.675,17,12.25,26.6,7.645,2.316666667,5.6166666670000005,3.0,53.44352617
3537,17.75,1.5,19.65,19.766666666666698,31.675,17,12.25,26.6,7.645,2.295,5.615,5.0,52.56198347
3538,17.75,1.5,19.65,19.766666666666698,31.675,17,12.25,26.6,7.645,2.292647059,5.592647059,18.0,52.0661157
3539,17.75,1.5,19.65,19.766666666666698,31.675,17,12.25,26.6,7.645,2.255769231,5.6,13.0,52.89256198
3540,17.75,1.5,19.65,19.766666666666698,31.675,17,12.25,26.6,7.645,2.24,5.606666667000001,15.0,43.67309458
3541,17.75,1.5,19.65,19.766666666666698,31.675,17,12.25,26.6,7.645,2.3140625,5.6,16.0,53.65013774
3542,17.75,1.5,19.65,19.766666666666698,31.675,17,12.25,26.6,7.645,2.30625,5.60625,16.0,28.09917355
3680,0.833,2.5,24.6,0.0,44.0,3,8.25,50.025,8.975,2.81875,5.49375,4.0,96.42857143
3681,0.833,2.5,24.6,0.0,44.0,3,8.25,50.025,8.975,2.6625,5.55,4.0,53.57142857
3682,0.833,2.5,24.6,0.0,44.0,3,8.25,50.025,8.975,2.766666667,5.4916666670000005,3.0,53.262786600000005
3683,0.833,2.5,24.6,0.0,44.0,3,8.25,50.025,8.975,2.85,5.4625,4.0,53.43915344
3684,0.833,2.5,24.6,0.0,44.0,3,8.25,50.025,8.975,2.834375,5.459375,8.0,53.50529101
3685,0.833,2.5,24.6,0.0,44.0,3,8.25,50.025,8.975,2.740625,5.484375,8.0,53.50529101
3686,0.833,2.5,24.6,0.0,44.0,3,8.25,50.025,8.975,2.767857143,5.482142857,7.0,54.19501134
3687,1.41625,1.75,33.4333333333333,20.475,43.0,4,6.25,42.65,10.4025,2.775,5.466666667,3.0,56.08465609
3688,1.41625,1.75,33.4333333333333,20.475,43.0,4,6.25,42.65,10.4025,2.742857143,5.478571429,7.0,58.80574452
3689,1.41625,1.75,33.4333333333333,20.475,43.0,4,6.25,42.65,10.4025,2.754166667,5.5083333329999995,6.0,56.9664903
3690,1.41625,1.75,33.4333333333333,20.475,43.0,4,6.25,42.65,10.4025,2.7821428569999997,5.475,7.0,58.80574452
3691,1.41625,1.75,33.4333333333333,20.475,43.0,4,6.25,42.65,10.4025,2.8375,5.475,8.0,53.63756614
3692,1.41625,1.75,33.4333333333333,20.475,43.0,4,6.25,42.65,10.4025,2.775,5.503125,8.0,58.73015873
3693,1.41625,1.75,33.4333333333333,20.475,43.0,4,6.25,42.65,10.4025,2.828125,5.446875,8.0,58.73015873
3694,2.24975,2.5,18.85,19.65,40.7,5,10.25,37.0,8.15,2.76875,5.46875,8.0,64.02116402
3695,2.24975,2.5,18.85,19.65,40.7,5,10.25,37.0,8.15,2.853125,5.45,8.0,63.22751323
3696,2.24975,2.5,18.85,19.65,40.7,5,10.25,37.0,8.15,2.825,5.485714286,7.0,61.37566138
3697,2.24975,2.5,18.85,19.65,40.7,5,10.25,37.0,8.15,2.75625,5.496875,8.0,62.63227513
3698,2.24975,2.5,18.85,19.65,40.7,5,10.25,37.0,8.15,2.6625,5.509375,8.0,62.3015873
3699,2.24975,2.5,18.85,19.65,40.7,5,10.25,37.0,8.15,2.678125,5.515625,8.0,61.37566138
3700,2.24975,2.5,18.85,19.65,40.7,5,10.25,37.0,8.15,2.895,5.43,8.0,63.88888889
3708,3.33325,1.0,28.4,26.0,43.625,7,13.25,48.5,9.75575,2.765625,5.496875,8.0,66.26984127
3709,3.33325,1.0,28.4,26.0,43.625,7,13.25,48.5,9.75575,2.7525,5.495,10.0,69.20634921
3710,3.33325,1.0,28.4,26.0,43.625,7,13.25,48.5,9.75575,2.878125,5.475,8.0,69.17989418
3711,3.33325,1.0,28.4,26.0,43.625,7,13.25,48.5,9.75575,2.84,5.5,5.0,68.88888889
3712,3.33325,1.0,28.4,26.0,43.625,7,13.25,48.5,9.75575,2.85,5.688888888999999,9.0,69.19459142
3713,3.33325,1.0,28.4,26.0,43.625,7,13.25,48.5,9.75575,2.15483871,5.829032258,10.0,53.28042328
3714,3.33325,1.0,28.4,26.0,43.625,7,13.25,48.5,9.75575,2.83,5.4575,10.0,85.07936508
3715,4.0,1.5,28.125,24.675,38.1,8,12.5,40.575,12.6675,2.817857143,5.4428571429999995,7.0,85.10959940000001
3716,4.0,1.5,28.125,24.675,38.1,8,12.5,40.575,12.6675,2.8,5.471875,8.0,84.92063492
3717,4.0,1.5,28.125,24.675,38.1,8,12.5,40.575,12.6675,2.857142857,5.453571429,7.0,85.03401361
3718,4.0,1.5,28.125,24.675,38.1,8,12.5,40.575,12.6675,2.85,5.45,8.0,85.11904762
3719,4.0,1.5,28.125,24.675,38.1,8,12.5,40.575,12.6675,2.85,5.4125,8.0,75.13227513
3720,4.0,1.5,28.125,24.675,38.1,8,12.5,40.575,12.6675,2.75,5.4805555560000005,9.0,82.48089359
3721,4.0,1.5,28.125,24.675,38.1,8,12.5,40.575,12.6675,2.775,5.483333332999999,6.0,82.62786596
3729,5.5,3.75,31.225,31.225,40.6,10,15.25,37.0,9.805,2.73125,5.5,4.0,69.17989418
3730,5.5,3.75,31.225,31.225,40.6,10,15.25,37.0,9.805,2.8,5.455,13.0,67.39926740000001
3731,5.5,3.75,31.225,31.225,40.6,10,15.25,37.0,9.805,2.73,5.475,5.0,69.31216931
3732,5.5,3.75,31.225,31.225,40.6,10,15.25,37.0,9.805,2.7375,5.5,4.0,69.31216931
3733,5.5,3.75,31.225,31.225,40.6,10,15.25,37.0,9.805,2.71,5.465,5.0,69.31216931
3734,5.5,3.75,31.225,31.225,40.6,10,15.25,37.0,9.805,2.616666667,5.497916667,12.0,69.22398589
3735,5.5,3.75,31.225,31.225,40.6,10,15.25,37.0,9.805,2.7807692310000003,5.4269230770000005,13.0,69.23076923
3736,6.0,1.0,23.075,11.875,40.875,11,15.75,37.9,9.8525,2.761538462,5.442307692000001,13.0,73.54497355
3737,6.0,1.0,23.075,11.875,40.875,11,15.75,37.9,9.8525,2.8,5.419642857,14.0,74.56538171
3738,6.0,1.0,23.075,11.875,40.875,11,15.75,37.9,9.8525,2.7359375,5.4625,16.0,74.57010582
3739,6.0,1.0,23.075,11.875,40.875,11,15.75,37.9,9.8525,2.66,5.515,5.0,74.60317459999999
3740,6.0,1.0,23.075,11.875,40.875,11,15.75,37.9,9.8525,2.7375,5.4916666670000005,6.0,74.25044092
3741,6.0,1.0,23.075,11.875,40.875,11,15.75,37.9,9.8525,2.7714285710000004,5.453571429,14.0,74.56538171
3742,6.0,1.0,23.075,11.875,40.875,11,15.75,37.9,9.8525,2.81,5.44,5.0,74.4973545
3743,6.4995,1.5,20.275,19.95,40.45,12,14.0,41.6,12.33,2.759615385,5.4480769229999995,13.0,74.56247456
3744,6.4995,1.5,20.275,19.95,40.45,12,14.0,41.6,12.33,2.85,5.4,13.0,74.56247456
3745,6.4995,1.5,20.275,19.95,40.45,12,14.0,41.6,12.33,2.815,5.433333332999999,15.0,74.53262787
3746,6.4995,1.5,20.275,19.95,40.45,12,14.0,41.6,12.33,2.625,5.50625,4.0,74.60317459999999
3747,6.4995,1.5,20.275,19.95,40.45,12,14.0,41.6,12.33,2.615625,5.490625,8.0,74.60317459999999
3748,6.4995,1.5,20.275,19.95,40.45,12,14.0,41.6,12.33,2.7166666669999997,5.516666667000001,3.0,74.60317459999999
3749,6.4995,1.5,20.275,19.95,40.45,12,14.0,41.6,12.33,2.695,5.4625,10.0,74.60317459999999
3750,7.332999999999999,2.25,25.925,22.55,45.075,13,11.0,44.35,10.64,2.344230769,5.519230769,13.0,71.30647131
3751,7.332999999999999,2.25,25.925,22.55,45.075,13,11.0,44.35,10.64,2.639285714,5.464285714,14.0,74.48979592
3752,7.332999999999999,2.25,25.925,22.55,45.075,13,11.0,44.35,10.64,2.741176471,5.427941177,12.0,74.60317459999999
3753,7.332999999999999,2.25,25.925,22.55,45.075,13,11.0,44.35,10.64,2.668333333,5.45,15.0,74.42680776
3754,7.332999999999999,2.25,25.925,22.55,45.075,13,11.0,44.35,10.64,2.725,5.45,16.0,74.53703704
3755,7.332999999999999,2.25,25.925,22.55,45.075,13,11.0,44.35,10.64,2.355,5.625,15.0,73.15696649
3756,7.332999999999999,2.25,25.925,22.55,45.075,13,11.0,44.35,10.64,2.6828125,5.45625,16.0,74.53703704
3757,8.5415,3.0,22.475,0.0,42.45,14,13.5,38.6,8.85475,2.7296875,5.4375,16.0,74.43783069
3758,8.5415,3.0,22.475,0.0,42.45,14,13.5,38.6,8.85475,2.6161764709999997,5.455882353,17.0,74.4475568
3759,8.5415,3.0,22.475,0.0,42.45,14,13.5,38.6,8.85475,2.45,5.545,5.0,74.4973545
3760,8.5415,3.0,22.475,0.0,42.45,14,13.5,38.6,8.85475,2.5916666669999997,5.45,3.0,74.60317459999999
3761,8.5415,3.0,22.475,0.0,42.45,14,13.5,38.6,8.85475,2.5875,5.4291666670000005,12.0,74.60317459999999
3762,8.5415,3.0,22.475,0.0,42.45,14,13.5,38.6,8.85475,2.611363636,5.436363636,11.0,74.55507456
3763,8.5415,3.0,22.475,0.0,42.45,14,13.5,38.6,8.85475,2.630769231,5.4384615389999995,15.0,74.53262787
3771,10.165,2.25,18.7,25.925,38.95,16,12.75,38.55,8.935,2.643333333,5.436666667000001,15.0,74.56790124
3772,10.165,2.25,18.7,25.925,38.95,16,12.75,38.55,8.935,2.63125,5.434375,16.0,74.57010582
3773,10.165,2.25,18.7,25.925,38.95,16,12.75,38.55,8.935,2.636764706,5.433823529,17.0,74.57205104
3774,10.165,2.25,18.7,25.925,38.95,16,12.75,38.55,8.935,2.386764706,5.579411765,15.0,74.60317459999999
3775,10.165,2.25,18.7,25.925,38.95,16,12.75,38.55,8.935,2.598529412,5.457352941,17.0,71.89542484
3776,10.165,2.25,18.7,25.925,38.95,16,12.75,38.55,8.935,2.604166667,5.430555556,18.0,74.57378013
3777,10.165,2.25,18.7,25.925,38.95,16,12.75,38.55,8.935,2.625,5.504166667000001,6.0,74.51499118
3778,10.79,1.5,17.85,12.675,40.9,17,14.25,40.55,10.4725,2.63125,5.7,4.0,74.47089947
3779,10.79,1.5,17.85,12.675,40.9,17,14.25,40.55,10.4725,2.5875,5.40625,4.0,74.60317459999999
3780,10.79,1.5,17.85,12.675,40.9,17,14.25,40.55,10.4725,2.527777778,5.425,18.0,74.51499118
3781,10.79,1.5,17.85,12.675,40.9,17,14.25,40.55,10.4725,2.5375,5.431944444,18.0,74.51499118
3782,10.79,1.5,17.85,12.675,40.9,17,14.25,40.55,10.4725,2.539705882,5.451470587999999,17.0,74.50980392
3783,10.79,1.5,17.85,12.675,40.9,17,14.25,40.55,10.4725,2.530882353,5.420588235,17.0,74.4475568
3784,10.79,1.5,17.85,12.675,40.9,17,14.25,40.55,10.4725,2.538235294,5.432352941,17.0,74.60317459999999
3785,11.79,2.5,18.225,0.0,41.0,18,15.5,34.8,8.715,2.5533333330000003,5.433333332999999,15.0,74.53262787
3786,11.79,2.5,18.225,0.0,41.0,18,15.5,34.8,8.715,2.55,5.459375,8.0,74.60317459999999
3787,11.79,2.5,18.225,0.0,41.0,18,15.5,34.8,8.715,2.4875,5.4916666670000005,6.0,74.51499118
3788,11.79,2.5,18.225,0.0,41.0,18,15.5,34.8,8.715,2.5454545459999998,5.436363636,11.0,74.50697451
3789,11.79,2.5,18.225,0.0,41.0,18,15.5,34.8,8.715,2.55625,5.4234375,16.0,74.53703704
3790,11.79,2.5,18.225,0.0,41.0,18,15.5,34.8,8.715,2.522916667,5.4458333329999995,12.0,74.55908289
3791,11.79,2.5,18.225,0.0,41.0,18,15.5,34.8,8.715,2.545,5.505,5.0,74.4973545
3792,13.0,2.5,14.95,17.625,41.925,19,16.0,35.35,8.955,2.5,5.45,10.0,74.44444444
3793,13.0,2.5,14.95,17.625,41.925,19,16.0,35.35,8.955,2.5375,5.5125,4.0,74.33862434
3794,13.0,2.5,14.95,17.625,41.925,19,16.0,35.35,8.955,2.55,5.421428571,14.0,74.45200302
3795,13.0,2.5,14.95,17.625,41.925,19,16.0,35.35,8.955,2.555,5.418333333,15.0,74.4973545
3796,13.0,2.5,14.95,17.625,41.925,19,16.0,35.35,8.955,2.5375,5.4625,4.0,74.33862434
3797,13.0,2.5,14.95,17.625,41.925,19,16.0,35.35,8.955,2.546875,5.471875,8.0,74.40476191
3798,13.0,2.5,14.95,17.625,41.925,19,16.0,35.35,8.955,2.554166667,5.516666667000001,12.0,74.55908289
3799,13.3725,1.0,7.275,18.5,41.85,20,17.0,32.7,5.5425,2.5089285709999998,5.455357143,14.0,74.56538171
3800,13.3725,1.0,7.275,18.5,41.85,20,17.0,32.7,5.5425,2.541071429,5.428571429,14.0,74.52758881
3801,13.3725,1.0,7.275,18.5,41.85,20,17.0,32.7,5.5425,2.5,5.84375,4.0,74.47089947
3802,13.3725,1.0,7.275,18.5,41.85,20,17.0,32.7,5.5425,2.553125,5.440625,8.0,74.53703704
3803,13.3725,1.0,7.275,18.5,41.85,20,17.0,32.7,5.5425,2.5125,5.4458333329999995,6.0,74.51499118
3804,13.3725,1.0,7.275,18.5,41.85,20,17.0,32.7,5.5425,2.484615385,5.430769231,13.0,74.44037444
3805,13.3725,1.0,7.275,18.5,41.85,20,17.0,32.7,5.5425,2.534090909,5.445454546000001,11.0,74.45887446
3806,14.25,2.25,11.35,15.175,37.925,21,16.25,32.4,6.0425,2.354545455,5.5409090910000005,11.0,72.58297258
3807,14.25,2.25,11.35,15.175,37.925,21,16.25,32.4,6.0425,2.345454546,5.527272727000001,11.0,67.67676768
3808,14.25,2.25,11.35,15.175,37.925,21,16.25,32.4,6.0425,2.509615385,5.4384615389999995,13.0,63.77696378
3809,14.25,2.25,11.35,15.175,37.925,21,16.25,32.4,6.0425,2.515384615,5.423076922999999,13.0,63.57346357
3810,14.25,2.25,11.35,15.175,37.925,21,16.25,32.4,6.0425,2.516071429,5.433928571,14.0,63.86999244
3811,14.25,2.25,11.35,15.175,37.925,21,16.25,32.4,6.0425,2.535714286,5.441071429,14.0,63.83219955
3812,14.25,2.25,11.35,15.175,37.925,21,16.25,32.4,6.0425,2.534090909,5.452272727,11.0,63.82876383
3813,14.9575,2.0,13.533333333333301,15.8,41.1,22,15.75,33.8,6.625,2.525,5.439583333,12.0,63.97707231
3814,14.9575,2.0,13.533333333333301,15.8,41.1,22,15.75,33.8,6.625,2.5173076919999997,5.451923077000001,13.0,63.98046398
3815,14.9575,2.0,13.533333333333301,15.8,41.1,22,15.75,33.8,6.625,2.48125,5.46875,10.0,63.86243386
3816,14.9575,2.0,13.533333333333301,15.8,41.1,22,15.75,33.8,6.625,2.519230769,5.459615385,13.0,63.16646317
3817,14.9575,2.0,13.533333333333301,15.8,41.1,22,15.75,33.8,6.625,2.5321428569999997,5.425,14.0,63.11413454
3818,14.9575,2.0,13.533333333333301,15.8,41.1,22,15.75,33.8,6.625,2.521428571,5.455357143,14.0,63.86999244
3819,14.9575,2.0,13.533333333333301,15.8,41.1,22,15.75,33.8,6.625,2.516071429,5.448214286,14.0,63.52985639
3820,16.0825,3.0,10.825,25.675,39.0,23,13.0,33.1,7.1025,2.530769231,5.444230769,13.0,63.57346357
3821,16.0825,3.0,10.825,25.675,39.0,23,13.0,33.1,7.1025,2.53125,5.471875,8.0,63.49206349
3822,16.0825,3.0,10.825,25.675,39.0,23,13.0,33.1,7.1025,2.5173076919999997,5.4461538460000005,13.0,63.49206349
3823,16.0825,3.0,10.825,25.675,39.0,23,13.0,33.1,7.1025,2.551785714,5.4375,14.0,63.52985639
3824,16.0825,3.0,10.825,25.675,39.0,23,13.0,33.1,7.1025,2.489285714,5.466071428999999,14.0,63.49206349
3825,16.0825,3.0,10.825,25.675,39.0,23,13.0,33.1,7.1025,2.5359375,5.4578125,16.0,63.52513228
3826,16.0825,3.0,10.825,25.675,39.0,23,13.0,33.1,7.1025,2.519444444,5.469444444,9.0,63.49206349
3827,17.25,3.5,10.7,19.3,39.525,24,12.25,31.8,6.2625,2.525,5.519642857000001,14.0,63.49206349
3828,17.25,3.5,10.7,19.3,39.525,24,12.25,31.8,6.2625,2.526785714,5.558928571,14.0,63.49206349
3829,17.25,3.5,10.7,19.3,39.525,24,12.25,31.8,6.2625,2.515909091,5.461363636000001,11.0,63.49206349
3830,17.25,3.5,10.7,19.3,39.525,24,12.25,31.8,6.2625,2.547222222,5.45,9.0,63.49206349
3831,17.25,3.5,10.7,19.3,39.525,24,12.25,31.8,6.2625,2.521666667,5.466666667,15.0,63.49206349
3832,17.25,3.5,10.7,19.3,39.525,24,12.25,31.8,6.2625,2.419642857,5.569642857000001,14.0,62.73620559
3833,17.25,3.5,10.7,19.3,39.525,24,12.25,31.8,6.2625,2.517857143,5.523214286,14.0,63.52985639
3834,17.745,1.5,13.75,10.85,39.925,25,11.75,29.35,7.91,2.515,5.461666667,15.0,63.49206349
3835,17.745,1.5,13.75,10.85,39.925,25,11.75,29.35,7.91,2.4979166669999997,5.51875,12.0,63.49206349
3836,17.745,1.5,13.75,10.85,39.925,25,11.75,29.35,7.91,2.5516666669999997,5.495,15.0,63.49206349
3837,17.745,1.5,13.75,10.85,39.925,25,11.75,29.35,7.91,2.5365384619999998,5.451923077000001,13.0,61.86406186
3838,17.745,1.5,13.75,10.85,39.925,25,11.75,29.35,7.91,2.539285714,5.573214286,14.0,62.73620559
3839,17.745,1.5,13.75,10.85,39.925,25,11.75,29.35,7.91,2.545833333,5.558333332999999,12.0,63.49206349
3840,17.745,1.5,13.75,10.85,39.925,25,11.75,29.35,7.91,2.5375,5.544642857,14.0,63.49206349
3841,18.4975,2.25,18.575,27.75,43.925,26,12.25,35.35,7.3875,2.530769231,5.528846154,13.0,63.49206349
3842,18.4975,2.25,18.575,27.75,43.925,26,12.25,35.35,7.3875,2.546428571,5.5678571429999995,7.0,63.49206349
3843,18.4975,2.25,18.575,27.75,43.925,26,12.25,35.35,7.3875,2.566666667,5.538888889,9.0,63.49206349
3844,18.4975,2.25,18.575,27.75,43.925,26,12.25,35.35,7.3875,2.4625,5.558333332999999,6.0,63.49206349
3845,18.4975,2.25,18.575,27.75,43.925,26,12.25,35.35,7.3875,2.516666667,5.441666667000001,12.0,63.49206349
3846,18.4975,2.25,18.575,27.75,43.925,26,12.25,35.35,7.3875,2.4708333330000003,5.4916666670000005,6.0,63.49206349
3920,0.125,0.5,29.75,26.8,52.925,46,13.25,58.55,11.9725,2.61025641,5.592307692,13.0,86.55677656
3921,0.125,0.5,29.75,26.8,52.925,46,13.25,58.55,11.9725,2.74,5.751111111,15.0,86.19047619
3922,0.125,0.5,29.75,26.8,52.925,46,13.25,58.55,11.9725,2.666666667,5.658974359,13.0,86.19047619
3923,0.125,0.5,29.75,26.8,52.925,46,13.25,58.55,11.9725,2.671111111,5.548888889,15.0,86.19047619
3924,0.125,0.5,29.75,26.8,52.925,46,13.25,58.55,11.9725,2.661111111,5.569444444,12.0,86.19047619
3925,0.125,0.5,29.75,26.8,52.925,46,13.25,58.55,11.9725,2.688888889,5.6111111110000005,15.0,86.19047619
3926,0.125,0.5,29.75,26.8,52.925,46,13.25,58.55,11.9725,2.685714286,5.571428571,14.0,86.22448979999999
3927,0.31,1.0,21.5,17.425,50.125,47,12.75,50.475,12.3725,2.651515152,5.587878787999999,11.0,65.84415584
3928,0.31,1.0,21.5,17.425,50.125,47,12.75,50.475,12.3725,2.648717949,5.57948718,13.0,58.31501832
3929,0.31,1.0,21.5,17.425,50.125,47,12.75,50.475,12.3725,2.640740741,5.722222222,9.0,86.24338624
3930,0.31,1.0,21.5,17.425,50.125,47,12.75,50.475,12.3725,2.667647059,5.605882352999999,14.0,70.74829932
3931,0.31,1.0,21.5,17.425,50.125,47,12.75,50.475,12.3725,2.757575758,5.575757576,11.0,86.14718615
3932,0.31,1.0,21.5,17.425,50.125,47,12.75,50.475,12.3725,2.711111111,5.663888889,12.0,86.23015873
3933,0.31,1.0,21.5,17.425,50.125,47,12.75,50.475,12.3725,2.593333333,5.6333333329999995,5.0,86.28571429
3934,0.8325,1.75,13.55,0.0,52.0,48,15.5,45.7,9.3525,2.733333333,5.578787879,11.0,86.14718615
3935,0.8325,1.75,13.55,0.0,52.0,48,15.5,45.7,9.3525,2.675,5.55,4.0,86.30952381
3936,0.8325,1.75,13.55,0.0,52.0,48,15.5,45.7,9.3525,2.74,5.58,10.0,86.19047619
3937,0.8325,1.75,13.55,0.0,52.0,48,15.5,45.7,9.3525,2.7030303030000002,5.545454546,11.0,86.14718615
3938,0.8325,1.75,13.55,0.0,52.0,48,15.5,45.7,9.3525,2.6939393939999996,5.5939393939999995,11.0,86.23376623
3939,0.8325,1.75,13.55,0.0,52.0,48,15.5,45.7,9.3525,2.730555556,5.713888889,12.0,86.19047619
3940,0.8325,1.75,13.55,0.0,52.0,48,15.5,45.7,9.3525,2.7233333330000002,5.84,10.0,86.19047619
3941,1.5,2.0,29.825,16.25,55.575,49,13.5,54.6,11.3375,2.7481481480000003,5.696296296,9.0,86.13756614
3942,1.5,2.0,29.825,16.25,55.575,49,13.5,54.6,11.3375,2.6966666669999997,5.75,10.0,86.19047619
3943,1.5,2.0,29.825,16.25,55.575,49,13.5,54.6,11.3375,2.656666667,5.623333333,10.0,86.19047619
3944,1.5,2.0,29.825,16.25,55.575,49,13.5,54.6,11.3375,2.6962962960000003,5.614814815,9.0,86.19047619
3945,1.5,2.0,29.825,16.25,55.575,49,13.5,54.6,11.3375,2.714814815,5.733333332999999,9.0,86.19047619
3946,1.5,2.0,29.825,16.25,55.575,49,13.5,54.6,11.3375,2.7481481480000003,5.911111111,9.0,86.19047619
3947,1.5,2.0,29.825,16.25,55.575,49,13.5,54.6,11.3375,2.688888889,5.922222222,3.0,86.34920635
3948,2.0825,1.75,16.675,25.125,51.35,50,13.0,48.175,10.5225,2.759259259,5.988888889,9.0,86.13756614
3949,2.0825,1.75,16.675,25.125,51.35,50,13.0,48.175,10.5225,2.72962963,5.944444444,9.0,86.24338624
3950,2.0825,1.75,16.675,25.125,51.35,50,13.0,48.175,10.5225,2.62962963,6.037037037,9.0,86.13756614
3951,2.0825,1.75,16.675,25.125,51.35,50,13.0,48.175,10.5225,2.608333333,6.095833333,8.0,86.19047619
3952,2.0825,1.75,16.675,25.125,51.35,50,13.0,48.175,10.5225,2.608333333,6.158333333,8.0,86.13095238
3953,2.0825,1.75,16.675,25.125,51.35,50,13.0,48.175,10.5225,2.733333333,5.9,4.0,86.30952381
3954,2.0825,1.75,16.675,25.125,51.35,50,13.0,48.175,10.5225,2.718518519,5.851851852,9.0,86.19047619
3983,5.2075,5.75,36.5,24.125,45.25,3,7.75,59.0,12.31,2.55,5.55,10.0,86.19047619
3984,5.2075,5.75,36.5,24.125,45.25,3,7.75,59.0,12.31,2.1,5.8,2.0,85.95238095
3985,5.2075,5.75,36.5,24.125,45.25,3,7.75,59.0,12.31,2.353333333,5.646666667000001,10.0,86.19047619
3986,5.2075,5.75,36.5,24.125,45.25,3,7.75,59.0,12.31,2.613333333,5.753333333,10.0,73.52380952
3987,5.2075,5.75,36.5,24.125,45.25,3,7.75,59.0,12.31,2.659259259,5.8555555560000005,9.0,81.42857143
3988,5.2075,5.75,36.5,24.125,45.25,3,7.75,59.0,12.31,2.729166667,5.5541666670000005,8.0,86.19047619
3989,6.125,2.0,31.75,0.0,46.025,4,11.0,51.725,13.27,2.733333333,5.555555556,3.0,86.19047619
3990,6.125,2.0,31.75,0.0,46.025,4,11.0,51.725,13.27,2.707407407,5.62962963,9.0,86.19047619
3991,6.125,2.0,31.75,0.0,46.025,4,11.0,51.725,13.27,2.7259259260000004,5.688888888999999,9.0,86.19047619
3992,6.125,2.0,31.75,0.0,46.025,4,11.0,51.725,13.27,2.685185185,5.6111111110000005,9.0,86.19047619
3993,6.125,2.0,31.75,0.0,46.025,4,11.0,51.725,13.27,2.614814815,5.755555556,9.0,86.19047619
3994,6.125,2.0,31.75,0.0,46.025,4,11.0,51.725,13.27,2.737037037,5.596296296,9.0,86.24338624
3995,6.125,2.0,31.75,0.0,46.025,4,11.0,51.725,13.27,2.615789474,5.6526315789999995,7.0,78.36734694
3996,6.125,0.25,28.05,22.7,44.4,5,8.5,52.725,11.9425,2.7,5.579166667000001,8.0,86.19047619
3997,6.125,0.25,28.05,22.7,44.4,5,8.5,52.725,11.9425,2.688888889,5.751851852000001,9.0,86.19047619
3998,6.125,0.25,28.05,22.7,44.4,5,8.5,52.725,11.9425,2.714814815,5.966666667,9.0,86.24338624
3999,6.125,0.25,28.05,22.7,44.4,5,8.5,52.725,11.9425,2.743243243,5.883783783999999,13.0,82.85714286
4000,6.125,0.25,28.05,22.7,44.4,5,8.5,52.725,11.9425,2.738095238,5.892857143,14.0,86.19047619
4001,6.125,0.25,28.05,22.7,44.4,5,8.5,52.725,11.9425,2.728205128,6.01025641,13.0,86.19047619
4002,6.125,0.25,28.05,22.7,44.4,5,8.5,52.725,11.9425,2.792307692,6.038461539,13.0,86.22710623
4003,7.0,1.5,32.0,29.675,45.35,6,11.25,49.6,13.31,2.646153846,5.692307692000001,13.0,86.19047619
4004,7.0,1.5,32.0,29.675,45.35,6,11.25,49.6,13.31,2.7523809519999998,5.638095237999999,14.0,86.15646259
4005,7.0,1.5,32.0,29.675,45.35,6,11.25,49.6,13.31,2.769444444,5.691666667000001,12.0,86.23015873
4006,7.0,1.5,32.0,29.675,45.35,6,11.25,49.6,13.31,2.735897436,5.930769231,13.0,86.15384615
4007,7.0,1.5,32.0,29.675,45.35,6,11.25,49.6,13.31,2.7230769230000003,5.948717949,13.0,86.19047619
4008,7.0,1.5,32.0,29.675,45.35,6,11.25,49.6,13.31,2.727777778,5.961111111,6.0,86.19047619
4009,7.0,1.5,32.0,29.675,45.35,6,11.25,49.6,13.31,2.722222222,6.1111111110000005,12.0,86.19047619
4017,9.0,3.75,33.8333333333333,0.0,44.8,8,13.25,59.95,13.305,2.775757576,5.6757575760000005,11.0,86.19047619
4018,9.0,3.75,33.8333333333333,0.0,44.8,8,13.25,59.95,13.305,2.775,5.8666666670000005,12.0,86.19047619
4019,9.0,3.75,33.8333333333333,0.0,44.8,8,13.25,59.95,13.305,2.645833333,5.591666667,8.0,86.25
4020,9.0,3.75,33.8333333333333,0.0,44.8,8,13.25,59.95,13.305,2.761538462,5.569230769,13.0,83.29670329999999
4021,9.0,3.75,33.8333333333333,0.0,44.8,8,13.25,59.95,13.305,2.7,5.952777778,12.0,83.33333333
4022,9.0,3.75,33.8333333333333,0.0,44.8,8,13.25,59.95,13.305,2.755555556,6.063888888999999,12.0,83.37301587
4023,9.0,3.75,33.8333333333333,0.0,44.8,8,13.25,59.95,13.305,2.733333333,6.155555556,12.0,83.29365079
