,flanGrupp,frmhsFclu,fcluHg,grwtLt,lefLt,frmWeek,lefCunt,lefBt,stemThck,ec,ph,cunt,otmsuplyqy
441,13.8,14.5,25.25,16.0,0.0,4,11.75,0.0,12.875,3.06666665,5.4583333,6.0,78.67
442,13.8,14.5,25.25,16.0,0.0,4,11.75,0.0,12.875,3.0571428,5.4214285,7.0,82.215
443,13.8,14.5,25.25,16.0,0.0,4,11.75,0.0,12.875,2.86875,5.4875,8.0,85.19
444,13.8,14.5,25.25,16.0,0.0,4,11.75,0.0,12.875,2.9625,5.4,8.0,82.0
445,13.8,14.5,25.25,16.0,0.0,4,11.75,0.0,12.875,2.93333325,5.544444400000001,9.0,91.17
446,13.8,14.5,25.25,16.0,0.0,4,11.75,0.0,12.875,2.9330357000000005,5.56964285,11.0,58.59
447,13.8,14.5,25.25,16.0,0.0,4,11.75,0.0,12.875,2.875,5.44375,8.0,87.38
448,14.075,14.75,30.5,18.25,0.0,5,10.0,0.0,13.375,2.9023809,5.55,6.5,86.73
449,14.075,14.75,30.5,18.25,0.0,5,10.0,0.0,13.375,2.8642857000000004,5.576984099999999,8.0,80.61
450,14.075,14.75,30.5,18.25,0.0,5,10.0,0.0,13.375,2.9833333,5.4166666,6.0,83.585
451,14.075,14.75,30.5,18.25,0.0,5,10.0,0.0,13.375,2.94375,5.56875,8.0,87.19
452,14.075,14.75,30.5,18.25,0.0,5,10.0,0.0,13.375,2.93571425,5.5428571,7.0,86.36
453,14.075,14.75,30.5,18.25,0.0,5,10.0,0.0,13.375,2.81339285,5.60267855,7.5,86.895
454,14.075,14.75,30.5,18.25,0.0,5,10.0,0.0,13.375,2.87142855,5.4553571,7.5,86.91
455,15.125,15.5,29.5,17.0,0.0,6,13.0,0.0,13.65,2.85595235,5.539285700000001,6.5,97.8
456,15.125,15.5,29.5,17.0,0.0,6,13.0,0.0,13.65,2.9375,5.51875,8.0,79.5
457,15.125,15.5,29.5,17.0,0.0,6,13.0,0.0,13.65,2.87222215,5.572222200000001,9.0,72.5
458,15.125,15.5,29.5,17.0,0.0,6,13.0,0.0,13.65,2.83402775,5.5881944,8.5,78.16
459,15.125,15.5,29.5,17.0,0.0,6,13.0,0.0,13.65,2.7785714,5.55317455,8.0,68.55
460,15.125,15.5,29.5,17.0,0.0,6,13.0,0.0,13.65,2.84999995,5.5583333,6.0,83.915
461,15.125,15.5,29.5,17.0,0.0,6,13.0,0.0,13.65,2.93571425,5.57142855,7.0,90.145
462,16.1875,17.0,30.0,18.25,0.0,7,11.5,0.0,12.9,2.86,5.5275,4.5,110.2
463,16.1875,17.0,30.0,18.25,0.0,7,11.5,0.0,12.9,2.8142857000000006,5.59999995,7.0,92.14
464,16.1875,17.0,30.0,18.25,0.0,7,11.5,0.0,12.9,2.9583333,5.39166665,6.0,86.5
465,16.1875,17.0,30.0,18.25,0.0,7,11.5,0.0,12.9,2.7131944,5.5597222,8.5,90.61
466,16.1875,17.0,30.0,18.25,0.0,7,11.5,0.0,12.9,2.9071428,5.4642857000000005,7.0,96.57
467,16.1875,17.0,30.0,18.25,0.0,7,11.5,0.0,12.9,2.8461111,5.47277775,9.5,89.98
468,16.1875,17.0,30.0,18.25,0.0,7,11.5,0.0,12.9,2.7488095,5.6119047,6.5,103.57
469,16.6666666666667,17.6666666666667,28.5,21.0,40.0,8,12.25,43.0,12.45,2.98888885,5.3166666,9.0,64.39
470,16.6666666666667,17.6666666666667,28.5,21.0,40.0,8,12.25,43.0,12.45,2.8444444,5.3166666,9.0,69.945
471,16.6666666666667,17.6666666666667,28.5,21.0,40.0,8,12.25,43.0,12.45,2.73125,5.4125,8.0,78.875
472,16.6666666666667,17.6666666666667,28.5,21.0,40.0,8,12.25,43.0,12.45,2.71428565,5.49999995,7.0,90.71
473,16.6666666666667,17.6666666666667,28.5,21.0,40.0,8,12.25,43.0,12.45,2.9923611,5.3395833,8.5,77.97
474,16.6666666666667,17.6666666666667,28.5,21.0,40.0,8,12.25,43.0,12.45,3.0522222,5.285,9.5,61.92
475,16.6666666666667,17.6666666666667,28.5,21.0,40.0,8,12.25,43.0,12.45,3.07,5.295,10.0,76.3
476,17.0833333333333,17.75,23.25,19.5,37.75,9,14.75,41.25,12.4,3.065,5.305,10.0,85.3
477,17.0833333333333,17.75,23.25,19.5,37.75,9,14.75,41.25,12.4,2.9307692000000003,5.37272725,12.0,75.87
478,17.0833333333333,17.75,23.25,19.5,37.75,9,14.75,41.25,12.4,3.03749995,5.3458333,12.0,83.455
479,17.0833333333333,17.75,23.25,19.5,37.75,9,14.75,41.25,12.4,2.98044865,5.20192305,12.5,80.695
480,17.0833333333333,17.75,23.25,19.5,37.75,9,14.75,41.25,12.4,3.01666665,5.42916665,12.0,83.5
481,17.0833333333333,17.75,23.25,19.5,37.75,9,14.75,41.25,12.4,2.94999995,5.41666665,3.0,117.5
482,17.0833333333333,17.75,23.25,19.5,37.75,9,14.75,41.25,12.4,2.80654755,5.5011904000000005,13.0,80.145
483,17.9166666666667,18.5,24.0,20.25,42.5,10,14.5,49.0,11.55,2.9,5.4125,8.0,88.0
484,17.9166666666667,18.5,24.0,20.25,42.5,10,14.5,49.0,11.55,2.79999995,5.5321428,14.0,74.21
485,17.9166666666667,18.5,24.0,20.25,42.5,10,14.5,49.0,11.55,3.27013885,5.2194444,8.5,79.65
486,17.9166666666667,18.5,24.0,20.25,42.5,10,14.5,49.0,11.55,2.66666665,5.633333299999999,3.0,113.67
487,17.9166666666667,18.5,24.0,20.25,42.5,10,14.5,49.0,11.55,2.7,5.63,5.0,83.0
488,17.9166666666667,18.5,24.0,20.25,42.5,10,14.5,49.0,11.55,2.8142857000000006,5.48928565,14.0,78.145
489,17.9166666666667,18.5,24.0,20.25,42.5,10,14.5,49.0,11.55,2.7975,5.4045833,15.5,76.145
490,18.25,19.0,28.25,19.25,42.75,11,16.0,50.5,11.8,2.7671936,5.4293477999999995,22.5,61.255
491,18.25,19.0,28.25,19.25,42.75,11,16.0,50.5,11.8,2.62763155,5.4142105,19.5,76.65
492,18.25,19.0,28.25,19.25,42.75,11,16.0,50.5,11.8,2.6025,5.3375,20.0,80.025
493,18.25,19.0,28.25,19.25,42.75,11,16.0,50.5,11.8,2.72916665,5.46666665,3.5,106.25
494,18.25,19.0,28.25,19.25,42.75,11,16.0,50.5,11.8,2.6175,5.28666665,15.5,93.09
495,18.25,19.0,28.25,19.25,42.75,11,16.0,50.5,11.8,2.75228755,5.28872545,17.5,84.175
496,18.25,19.0,28.25,19.25,42.75,11,16.0,50.5,11.8,2.635,5.2975,4.5,84.1
497,19.3333333333333,20.0,18.75,12.75,43.0,12,15.75,48.0,10.925,2.5,5.21,5.0,90.8
498,19.3333333333333,20.0,18.75,12.75,43.0,12,15.75,48.0,10.925,2.5571968999999997,5.27765145,11.5,90.92
499,19.3333333333333,20.0,18.75,12.75,43.0,12,15.75,48.0,10.925,2.475,5.15,4.0,99.125
500,19.3333333333333,20.0,18.75,12.75,43.0,12,15.75,48.0,10.925,2.6138043,5.426413,21.5,81.4
501,19.3333333333333,20.0,18.75,12.75,43.0,12,15.75,48.0,10.925,2.59722215,5.31666665,18.0,90.695
502,19.3333333333333,20.0,18.75,12.75,43.0,12,15.75,48.0,10.925,2.63578425,5.17630715,17.5,82.905
503,19.3333333333333,20.0,18.75,12.75,43.0,12,15.75,48.0,10.925,2.5315789,5.3342105,19.0,80.555
504,19.8333333333333,20.75,25.75,19.25,42.25,13,14.5,45.5,11.5,2.50447365,5.1392105,19.5,81.445
505,19.8333333333333,20.75,25.75,19.25,42.25,13,14.5,45.5,11.5,2.596,5.27,25.0,67.84
506,19.8333333333333,20.75,25.75,19.25,42.25,13,14.5,45.5,11.5,2.61541665,5.39,24.5,69.505
507,19.8333333333333,20.75,25.75,19.25,42.25,13,14.5,45.5,11.5,2.55680145,5.44375,16.5,84.895
508,19.8333333333333,20.75,25.75,19.25,42.25,13,14.5,45.5,11.5,2.41092105,5.5573684000000005,19.5,72.015
509,19.8333333333333,20.75,25.75,19.25,42.25,13,14.5,45.5,11.5,2.6028846000000003,5.4509615,27.0,65.67
510,19.8333333333333,20.75,25.75,19.25,42.25,13,14.5,45.5,11.5,2.617803,5.4962121,11.5,75.39
511,20.25,20.75,26.25,17.5,39.0,14,16.5,41.0,11.675,2.4799857000000003,5.42243585,26.5,67.94
512,20.25,20.75,26.25,17.5,39.0,14,16.5,41.0,11.675,2.54090905,5.30606055,23.0,72.97
513,20.25,20.75,26.25,17.5,39.0,14,16.5,41.0,11.675,2.6625,5.5125,4.5,82.4
514,20.25,20.75,26.25,17.5,39.0,14,16.5,41.0,11.675,2.69999995,5.2833333,3.0,99.33
515,20.25,20.75,26.25,17.5,39.0,14,16.5,41.0,11.675,2.51228065,5.3780700999999995,18.5,72.975
516,20.25,20.75,26.25,17.5,39.0,14,16.5,41.0,11.675,2.56198825,5.2345029,18.5,76.83
517,20.25,20.75,26.25,17.5,39.0,14,16.5,41.0,11.675,2.58658085,5.4071691,16.5,74.565
518,21.75,22.5,22.5,17.5,40.25,15,15.25,42.5,10.8,2.63260865,5.28478255,23.0,59.46
519,21.75,22.5,22.5,17.5,40.25,15,15.25,42.5,10.8,2.5977919999999997,5.3044871,26.5,60.14
520,21.75,22.5,22.5,17.5,40.25,15,15.25,42.5,10.8,2.5210918999999996,5.39977005,29.5,57.86
521,21.75,22.5,22.5,17.5,40.25,15,15.25,42.5,10.8,2.56476445,5.44202895,23.5,59.055
522,21.75,22.5,22.5,17.5,40.25,15,15.25,42.5,10.8,2.75625,5.3597222,8.5,73.495
523,21.75,22.5,22.5,17.5,40.25,15,15.25,42.5,10.8,2.8333333,5.3083333,6.0,67.0
524,21.75,22.5,22.5,17.5,40.25,15,15.25,42.5,10.8,2.6877391,5.16286955,24.0,52.765
525,22.5833333333333,23.5,19.5,14.5,37.25,16,14.0,39.5,9.525,2.637037,5.36111105,27.0,61.26
526,22.5833333333333,23.5,19.5,14.5,37.25,16,14.0,39.5,9.525,2.6821428,5.40178565,28.0,60.39
527,22.5833333333333,23.5,19.5,14.5,37.25,16,14.0,39.5,9.525,2.7497354,5.34193115,27.5,62.03
528,22.5833333333333,23.5,19.5,14.5,37.25,16,14.0,39.5,9.525,2.7707512000000003,5.28226595,28.5,62.03
529,22.5833333333333,23.5,19.5,14.5,37.25,16,14.0,39.5,9.525,2.72222215,5.36666665,27.0,63.63
530,22.5833333333333,23.5,19.5,14.5,37.25,16,14.0,39.5,9.525,2.7211537999999997,5.2945155999999995,26.5,62.32
531,22.5833333333333,23.5,19.5,14.5,37.25,16,14.0,39.5,9.525,2.8583333,5.19375,8.5,87.04
532,23.4166666666667,24.25,20.0,15.75,36.25,17,14.25,42.25,8.7,2.725,5.62916665,3.5,91.21
533,23.4166666666667,24.25,20.0,15.75,36.25,17,14.25,42.25,8.7,2.92,5.27,5.0,62.4
534,23.4166666666667,24.25,20.0,15.75,36.25,17,14.25,42.25,8.7,2.7189016,5.3077905,28.0,67.025
535,23.4166666666667,24.25,20.0,15.75,36.25,17,14.25,42.25,8.7,2.73499995,5.36999995,30.0,59.735
536,23.4166666666667,24.25,20.0,15.75,36.25,17,14.25,42.25,8.7,2.68787875,5.41666665,33.0,64.26
537,23.4166666666667,24.25,20.0,15.75,36.25,17,14.25,42.25,8.7,2.75909085,5.2833333,33.0,59.5
538,23.4166666666667,24.25,20.0,15.75,36.25,17,14.25,42.25,8.7,2.7820261000000004,5.2089052,35.0,56.815
539,24.0,25.0,21.5,14.5,35.75,18,16.5,33.0,10.2,2.7819444,5.32923275,27.5,56.82
558,0.4166666666666671,1.0,21.7,0.0,49.25,39,6.75,50.9,13.2125,3.140277778,5.891666667000001,12.0,98.22166667
564,2.5833333333333304,3.0,16.15,27.533333333333303,59.625,41,13.5,55.2,9.575,2.8125,5.8979166670000005,8.0,77.815
565,2.5833333333333304,3.0,16.15,27.533333333333303,59.625,41,13.5,55.2,9.575,2.975,5.808333332999999,2.0,61.33333333
566,2.5833333333333304,3.0,16.15,27.533333333333303,59.625,41,13.5,55.2,9.575,2.827918193,5.978119658,13.83333333,72.955
567,2.5833333333333304,3.0,16.15,27.533333333333303,59.625,41,13.5,55.2,9.575,2.89005719,5.998590686,15.83333333,73.70333333
568,2.5833333333333304,3.0,16.15,27.533333333333303,59.625,41,13.5,55.2,9.575,2.956801347,5.943872054,9.833333332999999,71.84833333
569,3.25,3.75,22.675,22.45,57.95,42,14.5,60.2,12.2925,2.8391414139999998,5.948181817999999,11.0,65.65166667
570,3.25,3.75,22.675,22.45,57.95,42,14.5,60.2,12.2925,2.87421627,6.013611111,15.33333333,54.52666667
571,3.25,3.75,22.675,22.45,57.95,42,14.5,60.2,12.2925,2.888888889,5.9579365079999995,6.666666667,74.48666667
572,3.25,3.75,22.675,22.45,57.95,42,14.5,60.2,12.2925,2.8993055560000003,6.0239583329999995,15.66666667,71.03333333
573,3.25,3.75,22.675,22.45,57.95,42,14.5,60.2,12.2925,2.802287582,6.0795751629999994,17.33333333,73.67833333
574,3.25,3.75,22.675,22.45,57.95,42,14.5,60.2,12.2925,2.546336429,6.129798762,17.66666667,72.29
575,3.25,3.75,22.675,22.45,57.95,42,14.5,60.2,12.2925,2.8598039219999998,6.08583878,17.16666667,74.30166667
576,3.5,4.25,28.266666666666698,21.675,54.05,43,10.75,62.15,13.6175,2.807291667,6.098958333,16.0,73.83333333
577,3.5,4.25,28.266666666666698,21.675,54.05,43,10.75,62.15,13.6175,2.8575757580000003,6.087878787999999,11.0,70.31833333
578,3.5,4.25,28.266666666666698,21.675,54.05,43,10.75,62.15,13.6175,2.8780392160000003,6.066143791,15.33333333,72.52666667
579,3.5,4.25,28.266666666666698,21.675,54.05,43,10.75,62.15,13.6175,2.866666667,6.051060606,10.33333333,72.18666667
580,3.5,4.25,28.266666666666698,21.675,54.05,43,10.75,62.15,13.6175,2.827575758,6.037272727,10.16666667,73.32333333
581,3.5,4.25,28.266666666666698,21.675,54.05,43,10.75,62.15,13.6175,2.8213398689999996,6.112434641,15.5,72.04833333
582,3.5,4.25,28.266666666666698,21.675,54.05,43,10.75,62.15,13.6175,2.893269231,6.062820512999999,12.16666667,72.76833333
583,4.58333333333333,5.5,19.425,21.025,49.475,44,13.25,51.15,11.4225,2.878935185,6.094907407000001,16.66666667,71.22833333
584,4.58333333333333,5.5,19.425,21.025,49.475,44,13.25,51.15,11.4225,2.847083333,5.359583333,15.5,71.88
585,4.58333333333333,5.5,19.425,21.025,49.475,44,13.25,51.15,11.4225,2.845011655,5.922364025,11.33333333,70.20166667
586,4.58333333333333,5.5,19.425,21.025,49.475,44,13.25,51.15,11.4225,2.845185185,5.571296296,9.166666667000001,71.49833333
587,4.58333333333333,5.5,19.425,21.025,49.475,44,13.25,51.15,11.4225,2.9272222219999997,5.965555556,5.166666667,68.78333333
588,4.58333333333333,5.5,19.425,21.025,49.475,44,13.25,51.15,11.4225,2.8539377289999996,5.475641026,13.16666667,70.91833333
589,4.58333333333333,5.5,19.425,21.025,49.475,44,13.25,51.15,11.4225,2.706202686,4.982246642,14.33333333,70.72
590,5.0,6.0,35.7666666666667,17.425,52.775,45,12.0,55.65,12.0675,2.7035353539999996,5.020075758,11.16666667,73.035
591,5.0,6.0,35.7666666666667,17.425,52.775,45,12.0,55.65,12.0675,2.6480186480000003,5.122261072,11.33333333,72.08166667
592,5.0,6.0,35.7666666666667,17.425,52.775,45,12.0,55.65,12.0675,2.676748252,5.075747863999999,12.16666667,67.165
593,5.0,6.0,35.7666666666667,17.425,52.775,45,12.0,55.65,12.0675,2.585317461,5.146428571,6.166666667,71.84
594,5.0,6.0,35.7666666666667,17.425,52.775,45,12.0,55.65,12.0675,2.668921356,5.016500721,11.83333333,63.77166667
595,5.0,6.0,35.7666666666667,17.425,52.775,45,12.0,55.65,12.0675,2.66941392,5.0913003660000005,13.33333333,71.82833333
596,5.75,6.5,23.325,14.375,46.3,46,15.5,46.95,11.7975,2.661666667,5.193333333,4.166666667,68.775
597,5.75,6.5,23.325,14.375,46.3,46,15.5,46.95,11.7975,2.616666667,5.3833333329999995,3.0,241.33333330000002
601,7.25,8.0,30.325,15.92,44.9,49,14.25,46.35,10.7975,2.71025641,5.283333333,13.0,51.39666667
602,7.25,8.0,30.325,15.92,44.9,49,14.25,46.35,10.7975,2.6465277780000003,5.310625,15.16666667,52.50166667
603,7.25,8.0,30.325,15.92,44.9,49,14.25,46.35,10.7975,2.627777778,5.340277778,12.0,52.33333333
604,7.25,8.0,30.325,15.92,44.9,49,14.25,46.35,10.7975,2.647619048,5.366666667,7.0,47.715
605,7.25,8.0,30.325,15.92,44.9,49,14.25,46.35,10.7975,2.6623626369999998,5.357783883,13.83333333,51.675
606,7.25,8.0,30.325,15.92,44.9,49,14.25,46.35,10.7975,2.658888889,5.413888889,5.333333333,57.42833333
607,7.25,8.0,30.325,15.92,44.9,49,14.25,46.35,10.7975,2.638095238,5.342857143,7.0,50.88
608,7.86666666666667,8.6,28.4,17.18,46.4,50,12.8,45.44,10.328,2.707142857,5.369940476,7.333333333,50.92833333
609,7.86666666666667,8.6,28.4,17.18,46.4,50,12.8,45.44,10.328,2.7357142860000003,5.3571428569999995,14.0,51.73666667
610,7.86666666666667,8.6,28.4,17.18,46.4,50,12.8,45.44,10.328,2.681388889,5.445694445,15.5,51.20666667
611,7.86666666666667,8.6,28.4,17.18,46.4,50,12.8,45.44,10.328,2.689468865,6.038369962999999,13.16666667,58.58166667
612,7.86666666666667,8.6,28.4,17.18,46.4,50,12.8,45.44,10.328,2.7008333330000003,5.493333333,10.33333333,64.46666667
613,7.86666666666667,8.6,28.4,17.18,46.4,50,12.8,45.44,10.328,2.676388889,5.436111111000001,12.0,66.32
614,7.86666666666667,8.6,28.4,17.18,46.4,50,12.8,45.44,10.328,2.645698243,5.4732491979999995,17.5,49.70166667
622,9.06666666666667,10.0,23.5,19.4,42.9,52,12.6,44.12,8.724,2.715,5.421666667,10.0,53.23333333
623,9.06666666666667,10.0,23.5,19.4,42.9,52,12.6,44.12,8.724,2.72,5.466666667,10.0,51.18333333
624,9.06666666666667,10.0,23.5,19.4,42.9,52,12.6,44.12,8.724,2.6701923080000003,5.7228632479999995,12.33333333,59.42833333
625,9.06666666666667,10.0,23.5,19.4,42.9,52,12.6,44.12,8.724,2.628240741,5.872222222,8.333333332999999,60.61666667
626,9.06666666666667,10.0,23.5,19.4,42.9,52,12.6,44.12,8.724,2.669166667,5.1283333330000005,4.333333333,71.075
627,9.06666666666667,10.0,23.5,19.4,42.9,52,12.6,44.12,8.724,2.673412699,5.187698413,6.166666667,67.095
628,9.06666666666667,10.0,23.5,19.4,42.9,52,12.6,44.12,8.724,2.633333333,5.128571429,14.0,69.835
643,10.1333333333333,10.6,32.7,14.273,40.22,3,12.2,43.9,0.0,2.683675214,5.166068376,13.33333333,60.74833333
644,10.1333333333333,10.6,32.7,14.273,40.22,3,12.2,43.9,0.0,2.7,5.2308333330000005,4.166666667,59.825
645,10.1333333333333,10.6,32.7,14.273,40.22,3,12.2,43.9,0.0,2.531666667,5.085,10.0,64.71666667
646,10.1333333333333,10.6,32.7,14.273,40.22,3,12.2,43.9,0.0,2.415811966,5.093589744,12.33333333,84.47
647,10.1333333333333,10.6,32.7,14.273,40.22,3,12.2,43.9,0.0,2.440384615,5.127564103,12.16666667,86.63166667
648,10.1333333333333,10.6,32.7,14.273,40.22,3,12.2,43.9,0.0,2.43974359,5.142307693,13.0,67.49833333
649,10.1333333333333,10.6,32.7,14.273,40.22,3,12.2,43.9,0.0,2.486481482,5.208888889,9.166666667000001,65.29666667
650,10.8,11.6,39.98,17.44,39.76,4,10.4,41.9,10.168,4.920526961,5.099938726,16.5,45.53
651,10.8,11.6,39.98,17.44,39.76,4,10.4,41.9,10.168,5.211538462,5.1141025639999995,13.0,66.89666667
